11,0,1,1,1089,0,45,33
499,1,1,5,555,0,12,3
3035,81,1,3,1888,0,477,14
131,5,1,2,1278,0,75,35
3035,1,2,14,764,0,6,0
499,2,2,11,1197,0,20,13
16,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0
42,4,0,0,0,0,0,1
1933,1,0,0,0,0,0,0
454,0,1,3,1668,4,311,0
328,0,1,3,997,0,389,37
6,0,1,1,3550,0,279,1
92,2,1,6,196,4,180,0
114,0,1,1,586,0,367,0
850,11,1,3,807,0,293,0
3035,97,1,3,716,0,66,4
6,0,0,0,0,0,0,0
338,2,2,5,648,0,71,13
11,0,0,0,0,0,0,1
74,0,0,0,0,0,0,1
139,0,0,0,0,0,0,1
1265,7,0,0,0,0,0,1
171,0,0,0,0,0,0,1
1,0,1,0,351,0,171,34
546,2,0,0,0,0,0,0
8,1,2,0,887,0,38,0
16,0,1,4,1948,1,351,0
13,0,0,0,0,0,0,1
3035,91,0,0,0,0,0,0
84,2,0,0,0,0,0,1
26,0,1,5,838,0,151,4
683,5,0,0,0,0,0,0
13,0,1,0,4134,3,576,37
230,5,1,4,518,0,458,1
41,0,0,0,0,0,0,0
11,0,1,2,2769,0,206,31
16,0,1,3,169,0,10,0
2171,0,1,8,4079,1,450,0
49,1,0,0,0,0,0,1
157,1,1,3,1265,0,226,2
11,0,0,0,0,0,0,1
19,0,0,0,0,0,0,1
111,0,0,0,0,0,0,0
108,0,1,2,340,0,294,7
1265,12,4,8,428,0,41,20
1933,3,0,0,0,0,0,0
131,4,1,2,757,0,92,0
1431,1,3,10,3278,0,54,24
18,0,1,5,337,4,690,20
179,0,6,16,1061,0,9,0
38,0,0,0,0,0,0,0
236,2,2,11,238,0,5,0
8,0,1,0,548,0,240,85
3035,34,1,3,935,0,134,15
3035,44,0,0,0,0,0,0
104,0,0,0,0,0,0,1
3035,80,1,6,474,0,265,3
178,0,0,0,0,0,0,1
16,0,1,1,453,2,228,0
19,0,0,0,0,0,0,0
730,0,6,164,1704,19,82,18
850,5,0,0,0,0,0,0
190,1,0,0,0,0,0,1
6,0,1,0,135,0,625,0
148,0,3,7,870,1,44,12
41,1,0,0,0,0,0,1
151,0,1,5,3174,5,29,5
3035,22,0,0,0,0,0,0
251,1,2,0,2759,0,148,13
136,0,1,5,230,0,384,10
130,0,1,3,421,2,4,0
1265,10,0,0,0,0,0,1
123,0,1,7,764,2,394,1
36,0,1,4,434,0,240,0
480,0,4,15,1665,2,5,2
8,0,1,0,1442,0,623,0
106,0,0,0,0,0,0,0
32,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
221,3,1,2,754,0,375,6
109,0,2,2,454,0,23,8
11,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0
131,0,1,2,1626,2,535,0
3035,53,0,0,0,0,0,0
272,0,1,3,582,0,25,0
3035,94,0,0,0,0,0,0
130,1,1,2,663,0,436,3
13,0,1,3,151,2,177,0
742,6,2,8,1399,4,16,11
16,0,0,0,0,0,0,1
7,1,1,2,378,0,272,0
111,0,0,0,0,0,0,0
230,1,1,4,1309,3,25,2
742,7,1,7,436,1,39,12
3035,52,0,0,0,0,0,0
179,1,0,0,0,0,0,0
92,0,1,3,774,0,100,18
156,0,1,7,1516,0,651,12
13,0,0,0,0,0,0,1
8,0,2,4,563,0,49,0
492,0,2,10,1577,0,31,15
4,0,1,4,583,0,342,2
11,0,1,2,161,1,7,0
138,0,0,0,0,0,0,0
13,0,1,0,1195,0,411,0
666,6,0,0,0,0,0,0
1,0,0,0,0,0,0,1
81,0,2,11,1137,0,516,0
3035,8,1,3,918,0,255,0
101,0,1,0,1695,0,91,8
6,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0
84,0,1,2,2716,2,239,1
86,0,0,0,0,0,0,0
791,1,2,6,1089,0,82,15
178,1,0,0,0,0,0,1
136,0,1,1,586,2,478,40
3035,90,1,2,609,0,152,5
111,0,0,0,0,0,0,1
378,0,2,4,2038,2,239,12
3035,75,0,0,0,0,0,0
141,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0
109,0,0,0,0,0,0,1
6,0,1,0,791,2,340,0
13,0,1,0,1073,0,294,8
11,1,0,0,0,0,0,1
29,1,0,0,0,0,0,1
13,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0
3035,70,1,2,940,1,393,0
3035,56,2,21,1396,0,15,12
666,4,1,4,1352,2,30,8
56,0,1,2,705,0,163,35
114,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1
23,0,0,0,0,0,0,0
3035,77,0,0,0,0,0,0
3035,21,2,9,586,0,20,0
4,0,0,0,0,0,0,1
53,1,1,1,638,0,65,3
139,1,0,0,0,0,0,1
3,0,0,0,0,0,0,1
28,0,1,7,1082,0,226,10
21,0,0,0,0,0,0,1
13,0,1,0,705,0,50,0
3035,14,1,4,1408,0,175,0
714,1,1,0,821,1,159,16
11,0,1,0,278,3,521,0
3035,27,2,1,250,0,43,0
41,0,1,2,1201,0,405,0
11,0,0,0,0,0,0,1
850,10,1,3,1434,0,22,2
24,0,1,4,554,3,541,0
3035,29,0,0,0,0,0,0
338,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
31,0,0,0,0,0,0,1
84,4,0,0,0,0,0,1
26,0,1,1,443,0,137,9
394,2,0,0,0,0,0,1
21,0,0,0,0,0,0,1
9,0,0,0,0,0,0,1
109,1,0,0,0,0,0,1
13,0,0,0,0,0,0,1
13,0,0,0,0,0,0,1
3035,84,2,9,657,3,86,0
117,0,1,7,913,0,56,35
42,2,0,0,0,0,0,1
148,0,1,5,2581,0,164,10
43,0,1,4,1430,0,552,11
26,0,0,0,0,0,0,0
14,0,0,0,0,0,0,1
3035,59,1,2,234,0,505,3
16,0,2,2,2214,0,288,39
43,1,1,4,1111,1,192,0
726,9,4,17,198,0,149,0
6,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
256,4,5,9,665,2,10,21
102,2,1,3,1224,0,569,9
11,0,0,0,0,0,0,1
758,3,0,0,0,0,0,1
3035,50,2,9,276,1,19,11
3035,40,1,2,1011,0,84,8
96,2,2,4,2928,1,31,25
34,1,0,0,0,0,0,1
19,1,1,1,474,0,633,0
130,1,3,3,267,0,19,14
118,0,2,5,889,2,20,35
726,3,1,8,1548,0,32,0
190,2,0,0,0,0,0,1
236,1,1,13,521,0,10,3
8,0,0,0,0,0,0,1
111,0,2,7,453,3,7,8
6,0,0,0,0,0,0,1
128,0,1,4,640,2,704,0
42,1,0,0,0,0,0,1
27,2,0,0,0,0,0,1
34,2,0,0,0,0,0,1
116,0,0,0,0,0,0,1
742,1,2,16,1502,0,22,0
3035,102,1,3,521,0,177,18
3035,12,0,0,0,0,0,0
113,0,0,0,0,0,0,1
10,1,1,0,428,0,319,3
122,0,1,4,1185,9,634,1
121,0,0,0,0,0,0,1
139,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0
3035,48,1,3,937,0,18,11
80,1,1,4,1645,1,602,5
726,0,3,17,893,2,11,0
16,0,0,0,0,0,0,1
23,0,0,0,0,0,0,0
3035,67,1,2,1529,0,583,13
104,0,0,0,0,0,0,1
106,0,1,1,557,4,14,10
11,0,0,0,0,0,0,1
117,2,1,5,1106,0,192,0
8,0,1,0,298,3,137,2
116,0,1,3,628,1,74,35
27,1,1,0,5087,7,113,1
136,1,0,0,0,0,0,1
214,1,1,4,885,1,607,5
683,0,1,5,697,3,52,3
178,0,0,0,0,0,0,0
709,3,0,0,0,0,0,0
153,0,0,0,0,0,0,1
16,0,0,0,0,0,0,1
3035,88,1,6,2751,0,84,0
59,2,0,0,0,0,0,1
121,1,0,0,0,0,0,1
114,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0
3035,6,1,5,491,0,3,0
148,1,0,0,0,0,0,1
683,6,2,12,912,0,29,16
3035,45,1,3,744,0,179,0
92,2,0,0,0,0,0,0
256,3,1,5,1057,1,202,12
338,1,1,1,345,1,56,0
72,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
56,0,1,1,579,1,71,71
683,1,0,0,0,0,0,0
3035,42,3,12,1205,0,17,8
3035,28,0,0,0,0,0,0
164,0,2,3,1029,2,99,5
130,0,1,4,1287,3,53,2
103,0,1,3,567,0,306,1
38,2,1,0,1148,0,475,0
33,0,1,3,1165,0,15,12
21,0,0,0,0,0,0,1
113,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1
16,0,0,0,0,0,0,1
55,0,1,5,1720,6,7,14
6,0,0,0,0,0,0,1
131,0,1,7,268,3,329,0
3035,16,0,0,0,0,0,0
23,0,2,2,840,1,24,27
118,0,1,0,339,0,341,0
109,0,0,0,0,0,0,1
80,0,0,0,0,0,0,1
3035,71,2,4,250,0,316,13
256,0,2,5,830,0,20,8
859,6,0,0,0,0,0,1
18,0,1,6,1173,6,100,0
108,0,1,2,427,0,81,32
80,2,0,0,0,0,0,1
118,0,1,3,1086,1,391,26
11,0,2,4,242,1,550,7
3035,64,0,0,0,0,0,0
3,0,1,0,229,0,365,0
742,9,2,2,104,5,38,7
26,0,2,6,365,0,27,20
726,1,0,0,0,0,0,0
3035,98,0,0,0,0,0,0
178,1,1,0,325,0,22,2
11,0,0,0,0,0,0,0
111,0,0,0,0,0,0,1
31,0,0,0,0,0,0,1
127,0,0,0,0,0,0,1
121,0,1,0,592,0,37,8
104,0,0,0,0,0,0,1
8,1,1,2,1100,0,52,23
726,10,2,8,581,0,10,0
251,2,2,8,373,0,85,13
114,0,0,0,0,0,0,0
6,0,2,1,664,0,283,38
24,0,0,0,0,0,0,1
111,0,0,0,0,0,0,0
32,1,0,0,0,0,0,1
111,0,2,7,912,1,7,0
109,0,0,0,0,0,0,1
709,5,1,3,644,2,15,2
1,0,0,0,0,0,0,1
16,0,0,0,0,0,0,1
3035,18,0,0,0,0,0,0
21,1,1,1,400,0,160,0
3035,51,0,0,0,0,0,0
2171,3,0,0,0,0,0,1
11,0,1,1,2486,1,409,0
850,13,0,0,0,0,0,1
3035,99,0,0,0,0,0,0
1,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1
139,0,0,0,0,0,0,0
123,0,0,0,0,0,0,1
114,1,0,0,0,0,0,1
11,0,0,0,0,0,0,1
791,0,0,0,0,0,0,0
148,2,1,5,995,4,222,61
16,0,0,0,0,0,0,1
850,9,0,0,0,0,0,0
5146,0,0,0,0,0,0,0
3035,31,1,5,1264,0,17,3
41,0,2,3,694,0,97,72
6,0,1,2,3431,0,131,9
106,0,0,0,0,0,0,0
683,2,1,5,1003,0,380,0
3035,49,1,5,929,0,13,11
23,0,1,6,1323,1,40,0
8,0,1,5,824,3,96,17
3035,37,0,0,0,0,0,0
726,13,2,12,671,0,300,3
107,0,0,0,0,0,0,1
99,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1
136,1,0,0,0,0,0,1
103,0,0,0,0,0,0,0
106,0,1,0,2995,0,208,1
23,0,1,9,706,0,150,38
39,0,1,2,597,2,179,6
6,0,0,0,0,0,0,0
74,1,1,1,5821,0,217,12
18,0,1,2,739,1,79,0
102,1,0,0,0,0,0,0
121,0,0,0,0,0,0,1
3035,54,3,23,637,0,185,11
1,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3035,104,0,0,0,0,0,0
16,0,0,0,0,0,0,1
3035,87,0,0,0,0,0,0
11,0,0,0,0,0,0,0
714,0,4,15,351,0,9,0
3035,10,1,2,1839,0,7,0
4,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
19,2,1,1,965,0,602,0
394,1,0,0,0,0,0,1
1265,8,0,0,0,0,0,1
128,0,4,9,875,1,133,8
49,0,1,4,1225,4,56,0
19,0,0,0,0,0,0,1
16,1,0,0,0,0,0,1
92,0,1,5,494,0,81,0
38,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
666,5,0,0,0,0,0,0
33,0,1,5,1388,0,193,3
106,0,0,0,0,0,0,1
118,0,0,0,0,0,0,0
21,0,0,0,0,0,0,1
3035,85,1,4,935,3,41,5
104,0,3,2,407,1,20,0
116,0,1,1,497,0,258,0
3035,32,2,2,598,0,7,0
114,0,0,0,0,0,0,1
4,0,0,0,0,0,0,1
138,0,1,7,2552,4,115,10
101,0,1,2,1352,4,24,0
6,0,0,0,0,0,0,1
850,14,1,2,349,7,317,0
16,0,0,0,0,0,0,1
859,3,1,5,2298,0,607,8
59,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
84,7,1,3,732,1,25,9
196,2,0,0,0,0,0,1
1,0,0,0,0,0,0,1
3,0,1,0,338,1,30,1
11,0,1,3,234,0,82,21
3035,3,3,41,460,0,16,0
9,0,0,0,0,0,0,0
101,0,1,0,485,0,91,3
2883,0,0,0,0,0,0,0
101,0,1,3,3472,2,304,50
3035,72,1,19,1830,2,97,0
101,0,0,0,0,0,0,1
102,0,0,0,0,0,0,1
92,1,0,0,0,0,0,0
140,0,0,0,0,0,0,1
726,11,2,6,570,2,6,0
709,9,0,0,0,0,0,0
6,0,0,0,0,0,0,1
160,1,1,4,228,0,684,6
178,3,1,2,569,0,69,3
3035,30,0,0,0,0,0,0
546,3,1,3,1068,1,83,0
9,0,1,1,1106,3,212,84
3035,43,0,0,0,0,0,0
1,0,0,0,0,0,0,1
16,0,1,3,1068,0,573,12
38,0,1,5,560,2,91,4
11,0,1,1,256,0,403,35
221,4,2,4,885,0,186,53
23,0,0,0,0,0,0,1
1265,0,1,4,616,5,58,12
121,0,1,3,783,4,515,2
3035,13,0,0,0,0,0,0
41,0,0,0,0,0,0,0
1431,2,0,0,0,0,0,1
6,0,0,0,0,0,0,1
173,0,1,9,797,0,201,4
3035,79,1,1,1221,0,696,71
14,0,0,0,0,0,0,0
21,0,1,2,798,5,243,0
3035,26,1,3,967,0,255,0
106,0,0,0,0,0,0,1
148,3,0,0,0,0,0,1
11,0,1,1,1303,0,503,37
1,0,0,0,0,0,0,1
1,0,1,1,134,0,71,0
850,4,2,8,880,0,210,21
178,7,0,0,0,0,0,0
742,4,3,5,443,0,28,3
3035,57,1,8,3549,0,607,2
499,0,1,8,1378,0,21,0
526,0,2,10,1200,2,27,9
41,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0
105,0,0,0,0,0,0,1
214,0,1,2,748,1,97,0
130,0,2,12,520,0,24,35
1265,3,0,0,0,0,0,1
24,2,0,0,0,0,0,1
119,0,0,0,0,0,0,0
131,1,1,2,881,4,218,9
59,0,1,0,1731,0,140,1
16,0,1,1,522,0,547,15
6,0,0,0,0,0,0,0
1933,2,1,8,1104,0,165,4
109,0,1,0,897,0,517,2
3035,46,1,0,201,10,609,0
106,0,2,4,768,1,66,22
133,2,1,2,998,1,619,0
3,0,1,0,1358,0,460,0
3035,96,0,0,0,0,0,0
131,0,0,0,0,0,0,1
18,0,0,0,0,0,0,1
84,3,0,0,0,0,0,0
850,1,0,0,0,0,0,0
4,0,2,3,153,2,72,11
139,2,0,0,0,0,0,1
178,5,1,2,1720,4,128,0
1,0,0,0,0,0,0,1
46,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1
133,0,2,8,1031,0,13,3
3035,63,0,0,0,0,0,0
114,0,0,0,0,0,0,1
111,0,1,3,1896,0,329,37
3035,20,0,0,0,0,0,0
726,5,3,14,1252,0,13,0
859,5,0,0,0,0,0,1
130,0,0,0,0,0,0,1
16,0,0,0,0,0,0,1
256,1,2,10,497,0,491,11
683,4,1,0,3225,3,345,82
28,0,0,0,0,0,0,0
111,0,1,1,657,0,331,27
726,4,2,6,294,2,11,0
111,0,2,1,2056,5,94,9
14,0,1,2,1359,0,412,4
11,0,2,1,859,6,201,9
139,1,1,0,251,1,49,5
230,0,3,14,1288,0,25,0
133,0,0,0,0,0,0,0
3035,92,1,4,298,0,28,8
23,0,1,2,1630,10,109,6
709,0,0,0,0,0,0,0
3035,0,1,2,697,0,0,118
859,2,1,5,789,0,20,10
103,0,1,1,627,4,187,37
1,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0
742,0,1,2,576,0,11,0
84,5,1,2,1567,2,560,12
8,0,1,1,580,0,47,37
758,2,1,1,736,2,176,0
8,0,0,0,0,0,0,0
41,0,0,0,0,0,0,1
106,0,0,0,0,0,0,1
3035,0,2,3,3078,0,0,12
1,0,0,0,0,0,0,1
3035,76,1,7,844,0,666,0
3035,89,0,0,0,0,0,0
31,0,0,0,0,0,0,1
16,1,1,1,397,1,434,0
859,4,1,5,903,0,493,3
11,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
3035,83,1,4,1502,0,510,76
1,0,0,0,0,0,0,0
57,1,1,4,159,0,457,42
11,0,0,0,0,0,0,1
11,0,1,2,683,1,258,23
126,0,1,4,2914,1,71,8
131,1,1,2,643,0,114,32
859,0,0,0,0,0,0,0
72,1,0,0,0,0,0,1
126,0,1,7,4982,3,484,10
6,0,0,0,0,0,0,0
136,1,1,7,893,3,80,0
63,0,1,2,1162,0,565,0
3035,19,0,0,0,0,0,0
148,0,0,0,0,0,0,1
3035,60,0,0,0,0,0,0
13,0,1,0,289,0,103,1
251,3,1,0,496,0,586,8
1265,2,0,0,0,0,0,1
11,0,2,1,1097,0,64,52
3035,0,1,1,1867,0,0,46
121,0,0,0,0,0,0,1
190,0,0,0,0,0,0,1
56,1,1,2,557,0,227,6
1,0,0,0,0,0,0,1
21,0,2,6,818,0,71,11
84,1,0,0,0,0,0,1
1,0,1,2,365,0,168,0
131,1,1,2,694,0,16,17
3035,36,1,3,309,0,245,2
326,1,2,6,623,0,59,0
3035,95,0,0,0,0,0,0
42,0,2,2,438,5,74,20
3035,69,1,3,1971,3,212,11
103,0,0,0,0,0,0,1
191,0,1,2,907,0,268,44
158,1,1,7,633,6,4,0
92,4,0,0,0,0,0,1
104,0,0,0,0,0,0,1
14,0,1,0,1026,1,454,24
13,0,0,0,0,0,0,1
6,0,0,0,0,0,0,1
272,1,0,0,0,0,0,0
683,3,3,12,280,0,44,14
211,0,2,14,718,0,9,0
101,0,0,0,0,0,0,1
3035,4,1,5,1388,0,304,0
106,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
1265,1,1,2,368,3,433,13
152,0,0,0,0,0,0,1
6,0,2,3,979,0,229,19
38,0,0,0,0,0,0,1
3035,5,0,0,0,0,0,0
9,0,1,1,1123,0,205,20
3035,74,1,2,762,0,280,13
572,0,0,0,0,0,0,1
101,0,0,0,0,0,0,0
133,1,0,0,0,0,0,0
1265,11,0,0,0,0,0,1
742,5,0,0,0,0,0,0
106,0,2,5,85,0,78,0
131,0,1,4,978,1,77,23
2171,2,0,0,0,0,0,0
19,3,0,0,0,0,0,1
226,0,0,0,0,0,0,0
43,0,1,0,1030,1,466,0
5146,1,1,4,1692,0,54,11
758,0,2,7,763,0,408,0
1265,9,0,0,0,0,0,1
102,0,0,0,0,0,0,1
3035,68,0,0,0,0,0,0
92,1,0,0,0,0,0,0
11,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
850,2,1,2,739,0,36,17
1,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0
3035,0,1,0,905,0,0,46
156,0,0,0,0,0,0,0
726,14,1,3,623,0,75,0
36,0,0,0,0,0,0,1
111,0,0,0,0,0,0,1
96,1,0,0,0,0,0,0
104,0,0,0,0,0,0,1
108,0,1,0,1693,1,468,0
3,0,0,0,0,0,0,0
156,2,0,0,0,0,0,1
709,6,1,9,954,0,348,8
7,0,1,2,1196,0,149,0
3035,38,1,4,1118,0,421,2
137,1,0,0,0,0,0,1
3035,65,0,0,0,0,0,0
104,0,0,0,0,0,0,1
19,0,0,0,0,0,0,1
726,6,1,5,889,0,6,3
16,1,1,3,548,0,62,4
3035,7,2,5,660,0,6,0
3035,33,1,-4,591,5,6,8
3035,55,0,0,0,0,0,0
400,0,1,10,1559,4,126,5
709,1,1,1,402,0,668,0
6,0,1,0,1153,0,63,98
3,0,1,3,876,1,606,0
850,3,1,5,615,0,376,21
1,0,0,0,0,0,0,0
1265,5,0,0,0,0,0,1
3035,66,1,3,276,0,589,2
28,0,0,0,0,0,0,1
726,8,2,28,1577,0,245,0
84,2,0,0,0,0,0,0
8,0,1,2,81,1,35,0
152,1,1,1,1242,0,74,78
101,0,0,0,0,0,0,0
156,1,1,3,2070,3,63,18
33,0,1,5,1158,0,42,6
27,0,1,1,391,0,163,8
114,0,1,3,2143,3,29,7
251,0,0,0,0,0,0,0
116,0,1,8,1683,0,26,21
13,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1
3035,78,0,0,0,0,0,0
99,0,0,0,0,0,0,1
3035,0,2,13,117,0,1,0
3035,100,0,0,0,0,0,0
128,0,0,0,0,0,0,0
136,0,1,0,1519,5,591,26
742,8,1,1,957,0,592,7
311,0,0,0,0,0,0,1
8,0,1,2,3442,3,187,8
28,0,0,0,0,0,0,0
666,3,0,0,0,0,0,0
179,2,1,5,2719,0,624,3
104,0,0,0,0,0,0,1
11,0,1,6,539,1,15,9
714,2,1,2,815,0,182,2
14,0,0,0,0,0,0,0
236,0,2,5,159,0,3,0
709,7,1,7,634,5,116,2
140,1,0,0,0,0,0,1
154,0,1,5,721,1,116,76
726,2,4,9,665,1,5,0
683,7,1,3,800,3,34,16
84,1,0,0,0,0,0,0
6,0,1,1,638,2,538,0
2,0,1,1,1667,0,301,19
38,1,0,0,0,0,0,1
16,0,2,1,1822,2,163,82
3035,35,0,0,0,0,0,0
129,0,4,4,307,0,52,37
